Orthogroup	Agabi_varbur_1	Altal1	Altalt1	Altbr1	Altro1	Amamu1	Armost1	Ascsa1	Aspcam1	Aspnov1	Aspoch1	Asptaic1	Bauco1	Blugr2	BlugrR1_1	Boeex1	Botbo1	Botci1	Cadsp1	Cenge3	Chafu1	Chagl1	Chagl_1	Chalo1	Chame1	Clapu1	Cocsa1	Cocvi1	Colch1	Colhig2	Colto1	Copci1	Copph3	Corca1	Cylol1	Daces1	Dacma1	DalEC12_1	Denna1	Dipse1	Falor1	Fusco1	Fuscu1	Fuseq1	Fusfu1	Fusgr1	Fusox2	Fusoxy1	Fusoxys1	Fusre1	Fusso1	Fustr1	Fustri1	Fusve2	Fusven1	Gaegr1	Galma1	Geopyr1	Gigmar1	Gigro1	Gyman1	Hebcy2	Helo229	Hetan2	Ilyeu1	Lacbi2	Lepmu1	Lepor2	Lobtra1	Macph1	Macpha1	Maggr1	MagnaMG8	MagorGY11_1	Melbi2	Melva1	Micbo1	Mictri1	Morco1	Morel2	Morel_U14_1	Mycfi2	Mycgr3	Neodi1	Neora1	Neucr2	Oidma1	Olipa1	Parch1	Parchr1	Paxin1	Pensub1	Perma1	Phapo1	Phimu1	Phisc1	Pilcr1	Pismi1	Plecuc1	Plecucu2	PleosPC15_1	Pyrly1	Pyrsp1	Pyrtr1	Pyrtt1	Ramcocy1	Rhesp1	Rhice1_1	Rhicl1	Rhidi1	Rhier1	Rhiir2_1	Rhyag1	Rhyco1	Rhyse1	Schco1	Sclci1	Sclsc1	Sebve1	Sindi4	Sodal1	Sorhu1	Spogr1	Spore1	Spoth2	Stael1	Stano2	Stely1	Thacu1	Thite2	Tilin1	Trave1	Triat2	Trire2	TriviGv29_8_2	Truan1	Tubae1	Tubma1	Tulca1	U_tricho_v1	Ustbr1	Usthor1	Ustma2_2	Veral1	Verda1	VerdaJR2	Verdah1	Zalva1	Zpa63	Zymtr1
OG0016475																																																																																																																jgi|Rhiir2_1|1734254|fgenesh1_kg.580_#_6_#_ACTTGA_L001_R1__paired__contig_3362																																						
OG0016476																																																																																																																jgi|Rhiir2_1|1738316|fgenesh1_kg.655_#_4_#_TRINITY_DN4944_c0_g1_i1																																						
OG0016477																																																																																																																jgi|Rhiir2_1|1741940|fgenesh1_pm.88_#_3																																						
OG0016478																																																																																																																jgi|Rhiir2_1|1764765|gm1.3651_g																																						
OG0016479																																																																																																																jgi|Rhiir2_1|1766388|gm1.5274_g																																						
OG0016480																																																																																																																jgi|Rhiir2_1|1768020|gm1.6906_g																																						
OG0016481																																																																																																																jgi|Rhiir2_1|1772154|gm1.11040_g																																						
OG0016482																																																																																																																jgi|Rhiir2_1|1778725|gm1.17611_g																																						
OG0016483																																																																																																																jgi|Rhiir2_1|1778790|gm1.17676_g																																						
OG0016484																																																																																																																jgi|Rhiir2_1|1781849|gm1.20735_g																																						
OG0016485																																																																																																																jgi|Rhiir2_1|1782310|gm1.21196_g																																						
OG0016486																																																																																																																jgi|Rhiir2_1|1783718|gm1.22604_g																																						
OG0016487																																																																																																																jgi|Rhiir2_1|1788554|gm1.27440_g																																						
OG0016488																																																																																																																jgi|Rhiir2_1|1795325|MIX2886_4_84																																						
OG0016489																																																																																																																jgi|Rhiir2_1|1834808|estExt_fgenesh1_pg.C_80121																																						
OG0016490																																																																																																																jgi|Rhiir2_1|1842098|estExt_fgenesh1_pg.C_1290009																																						
OG0016491																																																																																																																jgi|Rhiir2_1|1844828|estExt_fgenesh1_pg.C_2180005																																						
OG0016492																																																																																																																jgi|Rhiir2_1|1847391|estExt_fgenesh1_pg.C_3700003																																						
OG0016493																																																																																																																jgi|Rhiir2_1|1868212|estExt_Genemark1.C_110078																																						
OG0016494																																																																																																																jgi|Rhiir2_1|1876993|estExt_Genemark1.C_1250066																																						
OG0016495																																																																																																																jgi|Rhiir2_1|1878910|estExt_Genemark1.C_1670014																																						
OG0016496																																																																																																																jgi|Rhiir2_1|1884468|estExt_Genemark1.C_4020019																																						
OG0016497																																																																																																																jgi|Rhiir2_1|46146|CE46145_26790																																						
OG0016498																																																																																																																jgi|Rhiir2_1|918009|CE918008_36																																						
OG0016499																																																																																																																	jgi|Rhyag1|1026|transcript_CZT08717																																					
OG0016500																																																																																																																	jgi|Rhyag1|10355|transcript_CZT02450																																					
OG0016501																																																																																																																	jgi|Rhyag1|10701|transcript_CZS90764																																					
OG0016502																																																																																																																	jgi|Rhyag1|10722|transcript_CZS90802																																					
OG0016503																																																																																																																	jgi|Rhyag1|11495|transcript_CZT04376																																					
OG0016504																																																																																																																	jgi|Rhyag1|11514|transcript_CZT04412																																					
OG0016505																																																																																																																	jgi|Rhyag1|11935|transcript_CZT04997																																					
OG0016506																																																																																																																	jgi|Rhyag1|12409|transcript_CZS91478																																					
OG0016507																																																																																																																	jgi|Rhyag1|12432|transcript_CZS91519																																					
OG0016508																																																																																																																	jgi|Rhyag1|12500|transcript_CZT05851																																					
OG0016509																																																																																																																	jgi|Rhyag1|12569|transcript_CZT05978																																					
OG0016510																																																																																																																	jgi|Rhyag1|12580|transcript_CZT06025																																					
OG0016511																																																																																																																	jgi|Rhyag1|12667|transcript_CZT06178																																					
OG0016512																																																																																																																	jgi|Rhyag1|12944|transcript_CZT06705																																					
OG0016513																																																																																																																	jgi|Rhyag1|13324|transcript_CZT07131																																					
OG0016514																																																																																																																	jgi|Rhyag1|13383|transcript_CZT07230																																					
OG0016515																																																																																																																	jgi|Rhyag1|13384|transcript_CZT07251																																					
OG0016516																																																																																																																	jgi|Rhyag1|1377|transcript_CZT09129																																					
OG0016517																																																																																																																	jgi|Rhyag1|156|transcript_CZS88454																																					
OG0016518																																																																																																																	jgi|Rhyag1|158|transcript_CZS88457																																					
OG0016519																																																																																																																	jgi|Rhyag1|1730|transcript_CZS92353																																					
OG0016520																																																																																																																	jgi|Rhyag1|173|transcript_CZS88485																																					
OG0016521																																																																																																																	jgi|Rhyag1|1769|transcript_CZS92403																																					
OG0016522																																																																																																																	jgi|Rhyag1|1777|transcript_CZS92411																																					
OG0016523																																																																																																																	jgi|Rhyag1|214|transcript_CZS88564																																					
OG0016524																																																																																																																	jgi|Rhyag1|2161|transcript_CZT10290																																					
OG0016525																																																																																																																	jgi|Rhyag1|216|transcript_CZS88567																																					
OG0016526																																																																																																																	jgi|Rhyag1|2175|transcript_CZT10311																																					
OG0016527																																																																																																																	jgi|Rhyag1|2350|transcript_CZS92687																																					
OG0016528																																																																																																																	jgi|Rhyag1|2377|transcript_CZS92730																																					
OG0016529																																																																																																																	jgi|Rhyag1|2428|transcript_CZS92818																																					
OG0016530																																																																																																																	jgi|Rhyag1|2447|transcript_CZT10585																																					
OG0016531																																																																																																																	jgi|Rhyag1|296|transcript_CZS88707																																					
OG0016532																																																																																																																	jgi|Rhyag1|3828|transcript_CZS93705																																					
OG0016533																																																																																																																	jgi|Rhyag1|3850|transcript_CZS93746																																					
OG0016534																																																																																																																	jgi|Rhyag1|3903|transcript_CZS93845																																					
OG0016535																																																																																																																	jgi|Rhyag1|392|transcript_CZS91821																																					
OG0016536																																																																																																																	jgi|Rhyag1|3948|transcript_CZT12459																																					
OG0016537																																																																																																																	jgi|Rhyag1|4237|transcript_CZS94076																																					
OG0016538																																																																																																																	jgi|Rhyag1|4467|transcript_CZT12985																																					
OG0016539																																																																																																																	jgi|Rhyag1|4791|transcript_CZT13363																																					
OG0016540																																																																																																																	jgi|Rhyag1|49|transcript_CZS88334																																					
OG0016541																																																																																																																	jgi|Rhyag1|5428|transcript_CZS94872																																					
OG0016542																																																																																																																	jgi|Rhyag1|5455|transcript_CZS94925																																					
OG0016543																																																																																																																	jgi|Rhyag1|6104|transcript_CZS95720																																					
OG0016544																																																																																																																	jgi|Rhyag1|61|transcript_CZS88346																																					
OG0016545																																																																																																																	jgi|Rhyag1|6520|transcript_CZT13950																																					
OG0016546																																																																																																																	jgi|Rhyag1|6721|transcript_CZS96795																																					
OG0016547																																																																																																																	jgi|Rhyag1|6877|transcript_CZS97073																																					
OG0016548																																																																																																																	jgi|Rhyag1|7462|transcript_CZT13991																																					
OG0016549																																																																																																																	jgi|Rhyag1|7467|transcript_CZT13996																																					
OG0016550																																																																																																																	jgi|Rhyag1|7872|transcript_CZS98263																																					
OG0016551																																																																																																																	jgi|Rhyag1|7888|transcript_CZS98293																																					
OG0016552																																																																																																																	jgi|Rhyag1|816|transcript_CZT08352																																					
OG0016553																																																																																																																	jgi|Rhyag1|8210|transcript_CZS98888																																					
OG0016554																																																																																																																	jgi|Rhyag1|8430|transcript_CZS90070																																					
OG0016555																																																																																																																	jgi|Rhyag1|8517|transcript_CZS90157																																					
OG0016556																																																																																																																	jgi|Rhyag1|9144|transcript_CZT00429																																					
OG0016557																																																																																																																	jgi|Rhyag1|9145|transcript_CZT00430																																					
OG0016558																																																																																																																	jgi|Rhyag1|9255|transcript_CZT00616																																					
OG0016559																																																																																																																	jgi|Rhyag1|9256|transcript_CZT00617																																					
OG0016560																																																																																																																	jgi|Rhyag1|9406|transcript_CZT00905																																					
OG0016561																																																																																																																	jgi|Rhyag1|9417|transcript_CZT00918																																					
OG0016562																																																																																																																	jgi|Rhyag1|9579|transcript_CZS90322																																					
OG0016563																																																																																																																	jgi|Rhyag1|9901|transcript_CZT01435																																					
OG0016564																																																																																																																		jgi|Rhyco1|3672|transcript_CZT01006																																				
OG0016565																																																																																																																		jgi|Rhyco1|4924|transcript_CZS89432																																				
OG0016566																																																																																																																		jgi|Rhyco1|5522|transcript_CZT04444																																				
OG0016567																																																																																																																		jgi|Rhyco1|5628|transcript_CZT04676																																				
OG0016568																																																																																																																		jgi|Rhyco1|567|transcript_CZS95325																																				
OG0016569																																																																																																																		jgi|Rhyco1|6114|transcript_CZT05703																																				
OG0016570																																																																																																																		jgi|Rhyco1|6676|transcript_CZS90325																																				
OG0016571																																																																																																																		jgi|Rhyco1|7218|transcript_CZS91341																																				
OG0016572																																																																																																																		jgi|Rhyco1|7272|transcript_CZS91445																																				
OG0016573																																																																																																																		jgi|Rhyco1|7578|transcript_CZT07076																																				
OG0016574																																																																																																																		jgi|Rhyco1|7975|transcript_CZT07873																																				
OG0016575																																																																																																																		jgi|Rhyco1|872|transcript_CZS95937																																				
OG0016576																																																																																																																		jgi|Rhyco1|9184|transcript_CZT09917																																				
OG0016577																																																																																																																		jgi|Rhyco1|9944|transcript_CZT11163																																				
OG0016578																																																																																																																			jgi|Rhyse1|10082|transcript_CZT51529																																			
OG0016579																																																																																																																			jgi|Rhyse1|102|transcript_CZT40152																																			
OG0016580																																																																																																																			jgi|Rhyse1|10347|transcript_CZT51681																																			
OG0016581																																																																																																																			jgi|Rhyse1|10363|transcript_CZT51697																																			
OG0016582																																																																																																																			jgi|Rhyse1|10825|transcript_CZT41836																																			
OG0016583																																																																																																																			jgi|Rhyse1|10829|transcript_CZT52131																																			
OG0016584																																																																																																																			jgi|Rhyse1|10931|transcript_CZT52233																																			
OG0016585																																																																																																																			jgi|Rhyse1|11044|transcript_CZT52294																																			
OG0016586																																																																																																																			jgi|Rhyse1|11177|transcript_CZT41894																																			
OG0016587																																																																																																																			jgi|Rhyse1|11220|transcript_CZT52443																																			
OG0016588																																																																																																																			jgi|Rhyse1|11265|transcript_CZT52488																																			
OG0016589																																																																																																																			jgi|Rhyse1|11482|transcript_CZT52660																																			
OG0016590																																																																																																																			jgi|Rhyse1|1193|transcript_CZT41026																																			
OG0016591																																																																																																																			jgi|Rhyse1|12126|transcript_CZT53207																																			
OG0016592																																																																																																																			jgi|Rhyse1|12131|transcript_CZT53212																																			
OG0016593																																																																																																																			jgi|Rhyse1|12486|transcript_CZT53433																																			
OG0016594																																																																																																																			jgi|Rhyse1|12808|transcript_CZT53497																																			
OG0016595																																																																																																																			jgi|Rhyse1|12872|transcript_CZT42376																																			
OG0016596																																																																																																																			jgi|Rhyse1|13093|transcript_CZT42564																																			
OG0016597																																																																																																																			jgi|Rhyse1|2451|transcript_CZT44740																																			
OG0016598																																																																																																																			jgi|Rhyse1|2548|transcript_CZT41148																																			
OG0016599																																																																																																																			jgi|Rhyse1|2619|transcript_CZT44892																																			
OG0016600																																																																																																																			jgi|Rhyse1|2637|transcript_CZT44910																																			
OG0016601																																																																																																																			jgi|Rhyse1|2758|transcript_CZT40378																																			
OG0016602																																																																																																																			jgi|Rhyse1|2799|transcript_CZT44987																																			
OG0016603																																																																																																																			jgi|Rhyse1|3018|transcript_CZT45206																																			
OG0016604																																																																																																																			jgi|Rhyse1|3884|transcript_CZT46067																																			
OG0016605																																																																																																																			jgi|Rhyse1|38|transcript_CZT39903																																			
OG0016606																																																																																																																			jgi|Rhyse1|4051|transcript_CZT46234																																			
OG0016607																																																																																																																			jgi|Rhyse1|4067|transcript_CZT46243																																			
OG0016608																																																																																																																			jgi|Rhyse1|4772|transcript_CZT46914																																			
OG0016609																																																																																																																			jgi|Rhyse1|4955|transcript_CZT47097																																			
OG0016610																																																																																																																			jgi|Rhyse1|5672|transcript_CZT47711																																			
OG0016611																																																																																																																			jgi|Rhyse1|6690|transcript_CZT48542																																			
OG0016612																																																																																																																			jgi|Rhyse1|7271|transcript_CZT41547																																			
OG0016613																																																																																																																			jgi|Rhyse1|7311|transcript_CZT41587																																			
OG0016614																																																																																																																			jgi|Rhyse1|7412|transcript_CZT49062																																			
OG0016615																																																																																																																			jgi|Rhyse1|7628|transcript_CZT49278																																			
OG0016616																																																																																																																			jgi|Rhyse1|791|transcript_CZT43256																																			
OG0016617																																																																																																																			jgi|Rhyse1|7960|transcript_CZT49560																																			
OG0016618																																																																																																																			jgi|Rhyse1|7968|transcript_CZT49568																																			
OG0016619																																																																																																																			jgi|Rhyse1|7969|transcript_CZT49569																																			
OG0016620																																																																																																																			jgi|Rhyse1|8088|transcript_CZT49688																																			
OG0016621																																																																																																																			jgi|Rhyse1|8175|transcript_CZT49775																																			
OG0016622																																																																																																																			jgi|Rhyse1|8198|transcript_CZT49798																																			
OG0016623																																																																																																																			jgi|Rhyse1|8286|transcript_CZT49886																																			
OG0016624																																																																																																																			jgi|Rhyse1|8776|transcript_CZT50342																																			
OG0016625																																																																																																																			jgi|Rhyse1|8820|transcript_CZT41697																																			
OG0016626																																																																																																																			jgi|Rhyse1|8894|transcript_CZT50450																																			
OG0016627																																																																																																																			jgi|Rhyse1|8986|transcript_CZT50542																																			
OG0016628																																																																																																																			jgi|Rhyse1|9723|transcript_CZT51183																																			
OG0016629																																																																																																																			jgi|Rhyse1|9771|transcript_CZT51231																																			
OG0016630																																																																																																																			jgi|Rhyse1|9862|transcript_CZT51322																																			
OG0016631																																																																																																																				jgi|Schco1|83713|estExt_fgenesh1_kg.C_10002																																		
OG0016632																																																																																																																				jgi|Schco1|84020|estExt_fgenesh1_kg.C_10325																																		
OG0016633																																																																																																																				jgi|Schco1|84101|estExt_fgenesh1_kg.C_10409																																		
OG0016634																																																																																																																				jgi|Schco1|103849|augustus-scaffold_1.g1637																																		
OG0016635																																																																																																																				jgi|Schco1|103854|augustus-scaffold_1.g1642																																		
OG0016636																																																																																																																				jgi|Schco1|84541|estExt_fgenesh1_kg.C_20221																																		
OG0016637																																																																																																																				jgi|Schco1|84580|estExt_fgenesh1_kg.C_20262																																		
OG0016638																																																																																																																				jgi|Schco1|232920|fgenesh2_pg.2_#_938																																		
OG0016639																																																																																																																				jgi|Schco1|233932|fgenesh2_pg.4_#_102																																		
OG0016640																																																																																																																				jgi|Schco1|108012|augustus-scaffold_4.g516																																		
OG0016641																																																																																																																				jgi|Schco1|85218|estExt_fgenesh1_kg.C_50109																																		
OG0016642																																																																																																																				jgi|Schco1|234980|fgenesh2_pg.5_#_410																																		
OG0016643																																																																																																																				jgi|Schco1|109364|augustus-scaffold_5.g752																																		
OG0016644																																																																																																																				jgi|Schco1|257327|estExt_fgenesh2_pg.C_60031																																		
OG0016645																																																																																																																				jgi|Schco1|235718|fgenesh2_pg.6_#_538																																		
OG0016646																																																																																																																				jgi|Schco1|110242|augustus-scaffold_7.g31																																		
OG0016647																																																																																																																				jgi|Schco1|57159|e_gw1.7.747.1																																		
OG0016648																																																																																																																				jgi|Schco1|235941|fgenesh2_pg.7_#_216																																		
OG0016649																																																																																																																				jgi|Schco1|85651|estExt_fgenesh1_kg.C_80005																																		
OG0016650																																																																																																																				jgi|Schco1|85715|estExt_fgenesh1_kg.C_80073																																		
OG0016651																																																																																																																				jgi|Schco1|236626|fgenesh2_pg.8_#_325																																		
OG0016652																																																																																																																				jgi|Schco1|111609|augustus-scaffold_8.g604																																		
OG0016653																																																																																																																				jgi|Schco1|111806|augustus-scaffold_9.g37																																		
OG0016654																																																																																																																				jgi|Schco1|112462|augustus-scaffold_10.g49																																		
OG0016655																																																																																																																				jgi|Schco1|85957|estExt_fgenesh1_kg.C_100015																																		
OG0016656																																																																																																																				jgi|Schco1|86001|estExt_fgenesh1_kg.C_100065																																		
OG0016657																																																																																																																				jgi|Schco1|113668|augustus-scaffold_12.g152																																		
OG0016658																																																																																																																				jgi|Schco1|113993|augustus-scaffold_13.g120																																		
OG0016659																																																																																																																				jgi|Schco1|114337|augustus-scaffold_15.g83																																		
OG0016660																																																																																																																				jgi|Schco1|114619|augustus-scaffold_17.g14																																		
OG0016661																																																																																																																				jgi|Schco1|103072|augustus-scaffold_1.g860																																		
OG0016662																																																																																																																				jgi|Schco1|107005|augustus-scaffold_3.g666																																		
OG0016663																																																																																																																				jgi|Schco1|233922|fgenesh2_pg.4_#_92																																		
OG0016664																																																																																																																				jgi|Schco1|233927|fgenesh2_pg.4_#_97																																		
OG0016665																																																																																																																				jgi|Schco1|256854|estExt_fgenesh2_pg.C_40348																																		
OG0016666																																																																																																																				jgi|Schco1|234184|fgenesh2_pg.4_#_354																																		
OG0016667																																																																																																																				jgi|Schco1|234729|fgenesh2_pg.5_#_159																																		
OG0016668																																																																																																																				jgi|Schco1|109047|augustus-scaffold_5.g435																																		
OG0016669																																																																																																																				jgi|Schco1|109291|augustus-scaffold_5.g679																																		
OG0016670																																																																																																																				jgi|Schco1|109392|augustus-scaffold_5.g780																																		
OG0016671																																																																																																																				jgi|Schco1|109821|augustus-scaffold_6.g363																																		
OG0016672																																																																																																																				jgi|Schco1|110534|augustus-scaffold_7.g323																																		
OG0016673																																																																																																																				jgi|Schco1|110631|augustus-scaffold_7.g420																																		
OG0016674																																																																																																																				jgi|Schco1|236038|fgenesh2_pg.7_#_313																																		
OG0016675																																																																																																																				jgi|Schco1|236328|fgenesh2_pg.8_#_27																																		
OG0016676																																																																																																																				jgi|Schco1|112436|augustus-scaffold_10.g23																																		
OG0016677																																																																																																																				jgi|Schco1|112555|augustus-scaffold_10.g142																																		
OG0016678																																																																																																																				jgi|Schco1|112837|augustus-scaffold_10.g424																																		
OG0016679																																																																																																																				jgi|Schco1|237797|fgenesh2_pg.11_#_169																																		
OG0016680																																																																																																																				jgi|Schco1|113411|augustus-scaffold_11.g423																																		
OG0016681																																																																																																																				jgi|Schco1|238038|fgenesh2_pg.12_#_70																																		
OG0016682																																																																																																																				jgi|Schco1|114228|augustus-scaffold_14.g162																																		
OG0016683																																																																																																																				jgi|Schco1|114475|augustus-scaffold_16.g43																																		
OG0016684																																																																																																																					jgi|Sclci1|152513|CE5898_955																																	
OG0016685																																																																																																																					jgi|Sclci1|1207003|fgenesh1_kg.1_#_465_#_Locus15522v1rpkm1.71																																	
OG0016686																																																																																																																					jgi|Sclci1|176475|CE29860_1386																																	
OG0016687																																																																																																																					jgi|Sclci1|522759|CE376144_1837																																	
OG0016688																																																																																																																					jgi|Sclci1|1207981|fgenesh1_kg.3_#_246_#_Locus12455v1rpkm2.89																																	
OG0016689																																																																																																																					jgi|Sclci1|13161|fgenesh1_pm.3_#_262																																	
OG0016690																																																																																																																					jgi|Sclci1|730566|CE583951_1198																																	
OG0016691																																																																																																																					jgi|Sclci1|1208375|fgenesh1_kg.3_#_640_#_Locus6824v9rpkm0.40_PRE																																	
OG0016692																																																																																																																					jgi|Sclci1|1209211|fgenesh1_kg.6_#_26_#_Locus17726v2rpkm0.52																																	
OG0016693																																																																																																																					jgi|Sclci1|1209213|fgenesh1_kg.6_#_28_#_Locus6214v1rpkm17.87																																	
OG0016694																																																																																																																					jgi|Sclci1|1209358|fgenesh1_kg.6_#_173_#_Locus5341v1rpkm24.94																																	
OG0016695																																																																																																																					jgi|Sclci1|1186550|MIX44575_441_67																																	
OG0016696																																																																																																																					jgi|Sclci1|20693|gm1.2148_g																																	
OG0016697																																																																																																																					jgi|Sclci1|1209862|fgenesh1_kg.8_#_112_#_Locus5306v1rpkm25.31																																	
OG0016698																																																																																																																					jgi|Sclci1|14023|fgenesh1_pm.8_#_179																																	
OG0016699																																																																																																																					jgi|Sclci1|1112853|CE966238_160																																	
OG0016700																																																																																																																					jgi|Sclci1|1113150|CE966535_121																																	
OG0016701																																																																																																																					jgi|Sclci1|1113181|CE966566_752																																	
